Lipid	CheBI_ID	CheBI Name	SLM_ID	Name	Abbreviation_SLM	SMILES	InChIKey	Formula	Charge	Mass	Exact Mass	[M.]+	[M+H]+	[M+K]+	[M+Na]+	[M+Li]+	[M+NH4]+	[M+Cl]-	[M+OAc]-
LysoPS18:0	CHEBI:72408	lysophosphatidylserine 18:0(1?)	SLM:000055662	Lysophosphatidylserine (18:0/0:0)	LPS(18:0/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C24H47NO9P	-1	524.605591	525.306641	525.306091	526.313965	564.269836	548.295898	532.322144	543.340515	560.276062	584.320496
LysoPS18:0	CHEBI:84467	1-stearoyl-sn-glycero-3-phosphoserine(1?)	SLM:000030087	1-octadecanoyl-sn-glycero-3-phospho-L-serine	PS(18:0/0:0)	CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=ZPDQFUYPBVXUKS-YADHBBJMSA-M	C24H47NO9P	-1	524.605591	525.306641	525.306091	526.313965	564.269836	548.295898	532.322144	543.340515	560.276062	584.320496
LysoPS18:1	CHEBI:72409	lysophosphatidylserine 18:1(1?)	SLM:000055663	Lysophosphatidylserine (18:1/0:0)	LPS(18:1/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C24H45NO9P	-1	522.589722	523.291016	523.290466	524.298279	562.25415	546.280212	530.306458	541.324829	558.260437	582.304871
LysoPS18:1	CHEBI:74617	1-oleoyl-sn-glycero-3-phosphoserine(1?)	SLM:000000655	1-(9Z-octadecenoyl)-sn-glycero-3-phospho-L-serine	PS(18:1(9Z)/0:0)	CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=JZWNYZVVZXZRRH-YFKVPUFHSA-M	C24H45NO9P	-1	522.589722	523.291016	523.290466	524.298279	562.25415	546.280212	530.306458	541.324829	558.260437	582.304871
LysoPS18:1			SLM:000030031	1-(11Z-octadecenoyl)-sn-glycero-3-phospho-L-serine	PS(18:1(11Z)/0:0)	CCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=ZCZOJPAZGVAOBM-XPWGKKGLSA-M	C24H45NO9P	-1	522.589722	523.291016	523.290466	524.298279	562.25415	546.280212	530.306458	541.324829	558.260437	582.304871
LysoPS20:0	CHEBI:72411	lysophosphatidylserine 20:0(1?)	SLM:000055668	Lysophosphatidylserine (20:0/0:0)	LPS(20:0/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C26H51NO9P	-1	552.658813	553.337952	553.337402	554.345215	592.301147	576.327209	560.353394	571.371765	588.307373	612.351807
LysoPS20:0			SLM:000030082	1-eicosanoyl-sn-glycero-3-phospho-L-serine	PS(20:0/0:0)	CCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=JRLGKCGUDLONSO-RPWUZVMVSA-M	C26H51NO9P	-1	552.658813	553.337952	553.337402	554.345215	592.301147	576.327209	560.353394	571.371765	588.307373	612.351807
LysoPS20:1	CHEBI:72412	lysophosphatidylserine 20:1(1?)	SLM:000055669	Lysophosphatidylserine (21:0/0:0)	LPS(21:0/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C26H49NO9P	-1	550.642883	551.322327	551.321777	552.32959	590.285461	574.311523	558.337769	569.35614	586.291748	610.336182
LysoPS20:1			SLM:000030030	1-(11Z-eicosenoyl)-sn-glycero-3-phospho-L-serine	PS(20:1(11Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=WQWSUENXYNSINA-KCVNTPOGSA-M	C26H49NO9P	-1	550.642883	551.322327	551.321777	552.32959	590.285461	574.311523	558.337769	569.35614	586.291748	610.336182
LysoPS22:0	CHEBI:72414	lysophosphatidylserine 22:0(1?)	SLM:000055675	Lysophosphatidylserine (22:0/0:0)	LPS(22:0/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O		C28H55NO9P	-1	580.711914	581.369263	581.368713	582.376526	620.332397	604.358521	588.384705	599.403076	616.338684	640.383118
LysoPS22:0			SLM:000030080	1-docosanoyl-sn-glycero-3-phospho-L-serine	PS(22:0/0:0)	CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=HRFWJAJQKOFYDE-FTJBHMTQSA-M	C28H55NO9P	-1	580.711914	581.369263	581.368713	582.376526	620.332397	604.358521	588.384705	599.403076	616.338684	640.383118
LysoPS22:1	CHEBI:72415	lysophosphatidylserine 22:1(1?)	SLM:000055676	Lysophosphatidylserine (22:1/0:0)	LPS(22:1/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O			-1	578.695984	579.353638	579.353088	580.360901	618.316772	602.342834	586.36908	597.387451	614.322998	638.367493
LysoPS22:1			SLM:000030037	1-(13Z-docosenoyl)-sn-glycero-3-phospho-L-serine	PS(22:1(13Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=CVHFVHZXUUCIIZ-OCKDQWCZSA-M	C28H53NO9P	-1	578.695984	579.353638	579.353088	580.360901	618.316772	602.342834	586.36908	597.387451	614.322998	638.367493
LysoPS24:0	CHEBI:72417	lysophosphatidylserine 24:0(1?)	SLM:000055682	Lysophosphatidylserine (24:0)	LPS(24:0/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O			-1	608.765076	609.400574	609.400024	610.407837	648.363708	632.389771	616.416016	627.434387	644.369995	668.414429
LysoPS24:0			SLM:000030090	1-tetracosanoyl-sn-glycero-3-phospho-L-serine	PS(24:0/0:0)	CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=OLQDTQKHXIQBEI-IZLXSDGUSA-M	C30H59NO9P	-1	608.765076	609.400574	609.400024	610.407837	648.363708	632.389771	616.416016	627.434387	644.369995	668.414429
LysoPS24:1	CHEBI:72418	lysophosphatidylserine 24:1(1?)	SLM:000055683	Lysophosphatidylserine (24:1)	LPS(24:1/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O			-1	606.749207	607.384949	607.384399	608.392212	646.348083	630.374146	614.400391	625.418762	642.354309	666.398743
LysoPS24:1			SLM:000030042	1-(15Z-tetracosenoyl)-sn-glycero-3-phospho-L-serine	PS(24:1(15Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=SLUZBWLAPXPGJM-CCIASBQASA-M	C30H57NO9P	-1	606.749207	607.384949	607.384399	608.392212	646.348083	630.374146	614.400391	625.418762	642.354309	666.398743
LysoPS26:0	CHEBI:72420	lysophosphatidylserine 26:0(1?)	SLM:000055687	Lysophosphatidylserine (26:0)	LPS(26:0/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O			-1	636.818176	637.431885	637.431335	638.439148	676.39502	660.421082	644.447327	655.465698	672.401245	696.44574
LysoPS26:0			SLM:000030083	1-hexacosanoyl-sn-glycero-3-phospho-L-serine	PS(26:0/0:0)	CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=RXLAALMIUPULBU-IHLOFXLRSA-M	C32H63NO9P	-1	636.818176	637.431885	637.431335	638.439148	676.39502	660.421082	644.447327	655.465698	672.401245	696.44574
LysoPS26:1	CHEBI:72421	lysophosphatidylserine 26:1(1?)	SLM:000055688	Lysophosphatidylserine (26:1)	LPS(26:1/0:0)	[NH3+][C@@H](COP([O-])(=O)OCC(O)COC([*])=O)C([O-])=O			-1	634.802429	635.416199	635.415649	636.423523	674.379395	658.405457	642.431702	653.450073	670.38562	694.430054
LysoPS26:1			SLM:000030046	1-(17Z-hexacosenoyl)-sn-glycero-3-phospho-L-serine	PS(26:1(17Z)/0:0)	CCCCCCCC\C=C/CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP([O-])(=O)OC[C@H]([NH3+])C([O-])=O	InChIKey=XYWXLFDOSNIWNC-LJIVWJGMSA-M	C32H61NO9P	-1	634.802429	635.416199	635.415649	636.423523	674.379395	658.405457	642.431702	653.450073	670.38562	694.430054
PS26:0	CHEBI:72365	phosphatidylserine 26:0(1?)	SLM:000058808	Phosphatidylserine (26:0)	PS(26:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C32H61NO10P	-1	650.801819	651.411133	651.410583	652.418396	690.374268	674.40033	658.426575	669.444946	686.380554	710.424988
PS26:1	CHEBI:72366	phosphatidylserine 26:1(1?)	SLM:000058809	Phosphatidylserine (26:1)	PS(26:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C32H59NO10P	-1	648.785889	649.395508	649.394958	650.402771	688.358643	672.384705	656.41095	667.429321	684.364868	708.409363
PS26:2	CHEBI:72367	phosphatidylserine 26:2(1?)	SLM:000058810	Phosphatidylserine (26:2)	PS(26:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C32H57NO10P	-1	646.77002	647.379822	647.379272	648.387085	686.343018	670.36908	654.395264	665.413635	682.349243	706.393677
PS28:0	CHEBI:72036	phosphatidylserine 28:0(1?)	SLM:000058820	Phosphatidylserine (28:0)	PS(28:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C34H65NO10P	-1	678.854919	679.442444	679.441895	680.449707	718.405579	702.431641	686.457886	697.476257	714.411865	738.456299
PS28:1	CHEBI:72037	phosphatidylserine 28:1(1?)	SLM:000058821	Phosphatidylserine (28:1)	PS(28:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C34H63NO10P	-1	676.838989	677.426758	677.426208	678.434082	716.389954	700.416016	684.442261	695.460632	712.396179	736.440613
PS28:2	CHEBI:72038	phosphatidylserine 28:2(1?)	SLM:000058822	Phosphatidylserine (28:2)	PS(28:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C34H61NO10P	-1	674.823181	675.411133	675.410583	676.418396	714.374268	698.40033	682.426575	693.444946	710.380554	734.424988
PS30:0	CHEBI:72043	phosphatidylserine 30:0(1?)	SLM:000058833	Phosphatidylserine (30:0)	PS(30:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C36H69NO10P	-1	706.908081	707.473755	707.473206	708.481018	746.43689	730.462952	714.489197	725.507568	742.443115	766.48761
PS30:1	CHEBI:72044	phosphatidylserine 30:1(1?)	SLM:000058834	Phosphatidylserine (30:1)	PS(30:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C36H67NO10P	-1	704.892212	705.458069	705.45752	706.465332	744.421265	728.447327	712.473511	723.491882	740.42749	764.471924
PS30:2	CHEBI:72045	phosphatidylserine 30:2(1?)	SLM:000058835	Phosphatidylserine (30:2)	PS(30:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C36H65NO10P	-1	702.876282	703.442444	703.441895	704.449707	742.405579	726.431641	710.457886	721.476257	738.411865	762.456299
PS32:0	CHEBI:72050	phosphatidylserine 32:0(1?)	SLM:000058847	Phosphatidylserine (32:0)	PS(32:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C38H73NO10P	-1	734.961182	735.505005	735.504456	736.512329	774.468201	758.494263	742.520508	753.538879	770.474426	794.51886
PS32:1	CHEBI:72051	phosphatidylserine 32:1(1?)	SLM:000058848	Phosphatidylserine (32:1)	PS(32:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C38H71NO10P	-1	732.945374	733.48938	733.488831	734.496643	772.452515	756.478577	740.504822	751.523193	768.458801	792.503235
PS32:2	CHEBI:72052	phosphatidylserine 32:2(1?)	SLM:000058849	Phosphatidylserine (32:2)	PS(32:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C38H69NO10P	-1	730.929504	731.473755	731.473206	732.481018	770.43689	754.462952	738.489197	749.507568	766.443115	790.48761
PS34:0	CHEBI:72057	phosphatidylserine 34:0(1?)	SLM:000058861	Phosphatidylserine (34:0)	PS(34:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C40H77NO10P	-1	763.014404	763.536316	763.535767	764.54364	802.499512	786.525574	770.551819	781.57019	798.505737	822.550171
PS34:1	CHEBI:72058	phosphatidylserine 34:1(1?)	SLM:000058862	Phosphatidylserine (34:1)	PS(34:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C40H75NO10P	-1	760.998474	761.520691	761.520142	762.527954	800.483826	784.509888	768.536133	779.554504	796.490112	820.534546
PS34:2	CHEBI:72059	phosphatidylserine 34:2(1?)	SLM:000058863	Phosphatidylserine (34:2)	PS(34:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C40H73NO10P	-1	758.982605	759.505005	759.504456	760.512329	798.468201	782.494263	766.520508	777.538879	794.474426	818.51886
PS36:0	CHEBI:72064	phosphatidylserine 36:0(1?)	SLM:000058875	Phosphatidylserine (36:0)	PS(36:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C42H81NO10P	-1	791.067627	791.567627	791.567078	792.57489	830.530823	814.556885	798.583069	809.60144	826.537048	850.581482
PS36:1	CHEBI:72065	phosphatidylserine 36:1(1?)	SLM:000058876	Phosphatidylserine (36:1)	PS(36:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C42H79NO10P	-1	789.051697	789.552002	789.551453	790.559265	828.515137	812.541199	796.567444	807.585815	824.521362	848.565857
PS36:2	CHEBI:72066	phosphatidylserine 36:2(1?)	SLM:000058877	Phosphatidylserine (36:2)	PS(36:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C42H77NO10P	-1	787.035828	787.536316	787.535767	788.54364	826.499512	810.525574	794.551819	805.57019	822.505737	846.550171
PS38:0	CHEBI:72071	phosphatidylserine 38:0(1?)	SLM:000058891	Phosphatidylserine (38:0)	PS(38:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C44H85NO10P	-1	819.120728	819.598938	819.598389	820.606201	858.562073	842.588135	826.61438	837.632751	854.568359	878.612793
PS38:1	CHEBI:72072	phosphatidylserine 38:1(1?)	SLM:000058892	Phosphatidylserine (38:1)	PS(38:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C44H83NO10P	-1	817.104797	817.583313	817.582764	818.590576	856.546448	840.57251	824.598755	835.617126	852.552673	876.597107
PS38:2	CHEBI:72073	phosphatidylserine 38:2(1?)	SLM:000058893	Phosphatidylserine (38:2)	PS(38:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C44H81NO10P	-1	815.088989	815.567627	815.567078	816.57489	854.530823	838.556885	822.583069	833.60144	850.537048	874.581482
PS40:0	CHEBI:72078	phosphatidylserine 40:0(1?)	SLM:000058908	Phosphatidylserine (40:0)	PS(40:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C46H89NO10P	-1	847.173889	847.630249	847.6297	848.637512	886.593384	870.619446	854.645691	865.664063	882.599609	906.644104
PS40:1	CHEBI:72079	phosphatidylserine 40:1(1?)	SLM:000058909	Phosphatidylserine (40:1)	PS(40:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C46H87NO10P	-1	845.15802	845.614563	845.614014	846.621887	884.577759	868.603821	852.630066	863.648438	880.583984	904.628418
PS40:2	CHEBI:72080	phosphatidylserine 40:2(1?)	SLM:000058911	Phosphatidylserine (40:2)	PS(40:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C46H85NO10P	-1	843.14209	843.598938	843.598389	844.606201	882.562073	866.588135	850.61438	861.632751	878.568359	902.612793
PS42:0	CHEBI:72085	phosphatidylserine 42:0(1?)	SLM:000058926	Phosphatidylserine (42:0)	PS(42:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C48H93NO10P	-1	875.22699	875.66156	875.661011	876.668823	914.624695	898.650757	882.677002	893.695374	910.63092	934.675415
PS42:1	CHEBI:72086	phosphatidylserine 42:1(1?)	SLM:000058927	Phosphatidylserine (42:1)	PS(42:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C48H91NO10P	-1	873.211182	873.645874	873.645325	874.653137	912.60907	896.635132	880.661316	891.679688	908.615295	932.659729
PS42:2	CHEBI:72087	phosphatidylserine 42:2(1?)	SLM:000058930	Phosphatidylserine (42:2)	PS(42:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C48H89NO10P	-1	871.195313	871.630249	871.6297	872.637512	910.593384	894.619446	878.645691	889.664063	906.599609	930.644104
PS44:0	CHEBI:72092	phosphatidylserine 44:0(1?)	SLM:000058945	Phosphatidylserine (44:0)	PS(44:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C50H97NO10P	-1	903.280212	903.69281	903.692261	904.700134	942.656006	926.682068	910.708313	921.726685	938.662231	962.706665
PS44:1	CHEBI:72093	phosphatidylserine 44:1(1?)	SLM:000058946	Phosphatidylserine (44:1)	PS(44:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C50H95NO10P	-1	901.264282	901.677185	901.676636	902.684448	940.64032	924.666382	908.692627	919.710999	936.646606	960.69104
PS44:2	CHEBI:72094	phosphatidylserine 44:2(1?)	SLM:000058950	Phosphatidylserine (44:2)	PS(44:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C50H93NO10P	-1	899.248413	899.66156	899.661011	900.668823	938.624695	922.650757	906.677002	917.695374	934.63092	958.675415
PS46:0	CHEBI:72375	phosphatidylserine 46:0(1?)	SLM:000058963	Phosphatidylserine (46:0)	PS(46:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C52H101NO10P	-1	931.333374	931.724121	931.723572	932.731384	970.687317	954.713379	938.739563	949.757935	966.693542	990.737976
PS46:1	CHEBI:72376	phosphatidylserine 46:1(1?)	SLM:000058964	Phosphatidylserine (46:1)	PS(46:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C52H99NO10P	-1	929.317505	929.708496	929.707947	930.715759	968.671631	952.697693	936.723938	947.74231	964.677856	988.722351
PS46:2	CHEBI:72377	phosphatidylserine 46:2(1?)	SLM:000058968	Phosphatidylserine (46:2)	PS(46:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C52H97NO10P	-1	927.301575	927.69281	927.692261	928.700134	966.656006	950.682068	934.708313	945.726685	962.662231	986.706665
PS48:0	CHEBI:72378	phosphatidylserine 48:0(1?)	SLM:000058981	Phosphatidylserine (48:0)	PS(48:0)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C54H105NO10P	-1	959.386475	959.755432	959.754883	960.762695	998.718567	982.744629	966.770874	977.789246	994.724854	1018.769287
PS48:1	CHEBI:72379	phosphatidylserine 48:1(1?)	SLM:000058982	Phosphatidylserine (48:1)	PS(48:1)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C54H103NO10P	-1	957.370605	957.739807	957.739258	958.74707	996.702942	980.729004	964.755249	975.773621	992.709167	1016.753662
PS48:2	CHEBI:72380	phosphatidylserine 48:2(1?)	SLM:000058986	Phosphatidylserine (48:2)	PS(48:2)	[NH3+][C@@H](COP([O-])(=O)OCC(COC([*])=O)OC([*])=O)C([O-])=O		C54H101NO10P	-1	955.354797	955.724121	955.723572	956.731384	994.687317	978.713379	962.739563	973.757935	990.693542	1014.737976
CL58:0_C16:0								C67H130O17P2	-2	1269.686422	1268.878279	1268.878828	1269.885555	1307.841437	1291.8675	1275.893734	1286.912105	1303.84768	1327.892132
CL58:1_C16:1								C67H128O17P2	-2	1267.670542	1266.86263	1266.863179	1267.869906	1305.825788	1289.851851	1273.878085	1284.896456	1301.832031	1325.876483
CL58:2_C16:1								C67H126O17P2	-2	1265.654662	1264.846981	1264.84753	1265.854257	1303.810139	1287.836202	1271.862436	1282.880807	1299.816382	1323.860834
CL58:3_C16:1								C67H124O17P2	-2	1263.638782	1262.831331	1262.83188	1263.838607	1301.794489	1285.820552	1269.846786	1280.865157	1297.800732	1321.845184
CL60:0_C16:0								C69H134O17P2	-2	1261.622902	1296.909577	1296.910126	1297.916853	1335.872735	1319.898798	1303.925032	1314.943403	1331.878978	1355.92343
CL60:1_C16:0								C69H132O17P2	-2	1295.723702	1294.893928	1294.894477	1295.901204	1333.857086	1317.883149	1301.909383	1312.927754	1329.863329	1353.907781
CL60:2_C16:1								C69H130O17P2	-2	1293.707822	1292.878279	1292.878828	1293.885555	1331.841437	1315.8675	1299.893734	1310.912105	1327.84768	1351.892132
CL60:3_C16:1								C69H128O17P2	-2	1291.691942	1290.86263	1290.863179	1291.869906	1329.825788	1313.851851	1297.878085	1308.896456	1325.832031	1349.876483
CL60:4_C16:1								C69H126O17P2	-2	1289.676062	1288.846981	1288.84753	1289.854257	1327.810139	1311.836202	1295.862436	1306.880807	1323.816382	1347.860834
CL62:0_C16:0								C71H138O17P2	-2	1325.792742	1324.940876	1324.941425	1325.948152	1363.904034	1347.930097	1331.956331	1342.974702	1359.910277	1383.954729
CL62:1_C16:0								C71H136O17P2	-2	1323.776862	1322.925227	1322.925776	1323.932503	1361.888385	1345.914448	1329.940682	1340.959053	1357.894628	1381.93908
CL62:2_C16:1								C71H134O17P2	-2	1321.760982	1320.909577	1320.910126	1321.916853	1359.872735	1343.898798	1327.925032	1338.943403	1355.878978	1379.92343
CL62:3_C16:1								C71H132O17P2	-2	1319.745102	1318.893928	1318.894477	1319.901204	1357.857086	1341.883149	1325.909383	1336.927754	1353.863329	1377.907781
CL62:4_C16:1								C71H130O17P2	-2	1317.729222	1316.878279	1316.878828	1317.885555	1355.841437	1339.8675	1323.893734	1334.912105	1351.84768	1375.892132
CL64:0_C16:0								C73H142O17P2	-2	1351.855	1352.972227	1352.971678	1353.979503	1391.935385	1375.961448	1359.987682	1371.006053	1387.941628	1411.98608
CL64:1_C16:0								C73H140O17P2	-2	1349.839	1350.956577	1350.956028	1351.963853	1389.919735	1373.945798	1357.972032	1368.990403	1385.925978	1409.97043
CL64:2_C16:0								C73H138O17P2	-2	1347.823	1348.940927	1348.940378	1349.948203	1387.904085	1371.930148	1355.956382	1366.974753	1383.910328	1407.95478
CL64:3_C14:1								C73H136O17P2	-2	1345.807	1346.925277	1346.924728	1347.932553	1385.888435	1369.914498	1353.940732	1364.959103	1381.894678	1405.93913
CL64:4_C16:1								C73H134O17P2	-2	1343.791	1344.909627	1344.909078	1345.916903	1383.872785	1367.898848	1351.925082	1362.943453	1379.879028	1403.92348
CL66:0_C16:0								C75H146O17P2	-2	1379.909	1381.003527	1381.002978	1382.010803	1419.966685	1403.992748	1388.018982	1399.037353	1415.972928	1440.01738
CL66:1_C16:0								C75H144O17P2	-2	1377.893	1378.987877	1378.987328	1379.995153	1417.951035	1401.977098	1386.003332	1397.021703	1413.957278	1438.00173
CL66:2_C16:1								C75H142O17P2	-2	1375.877	1376.972227	1376.971678	1377.979503	1415.935385	1399.961448	1383.987682	1395.006053	1411.941628	1435.98608
CL66:3_C16:1								C75H140O17P2	-2	1373.861	1374.956577	1374.956028	1375.963853	1413.919735	1397.945798	1381.972032	1392.990403	1409.925978	1433.97043
CL66:4_C16:1								C75H138O17P2	-2	1371.845	1372.940927	1372.940378	1373.948203	1411.904085	1395.930148	1379.956382	1390.974753	1407.910328	1431.95478
CL68:0_C16:0								C77H150O17P2	-2	1407.963	1409.034827	1409.034278	1410.042103	1447.997985	1432.024048	1416.050282	1427.068653	1444.004228	1468.04868
CL68:1_C16:0								C77H148O17P2	-2	1405.947	1407.019177	1407.018628	1408.026453	1445.982335	1430.008398	1414.034632	1425.053003	1441.988578	1466.03303
CL68:2_C16:1								C77H146O17P2	-2	1403.931	1405.003527	1405.002978	1406.010803	1443.966685	1427.992748	1412.018982	1423.037353	1439.972928	1464.01738
CL68:3_C16:1								C77H144O17P2	-2	1401.915	1402.987877	1402.987328	1403.995153	1441.951035	1425.977098	1410.003332	1421.021703	1437.957278	1462.00173
CL68:4_C16:1								C77H142O17P2	-2	1399.899	1400.972227	1400.971678	1401.979503	1439.935385	1423.961448	1407.987682	1419.006053	1435.941628	1459.98608
CL70:0_C18:0								C79H154O17P2	-2	1436.017	1437.066127	1437.065578	1438.073403	1476.029285	1460.055348	1444.081582	1455.099953	1472.035528	1496.07998
CL70:1_C18:1								C79H152O17P2	-2	1434.001	1435.050477	1435.049928	1436.057753	1474.013635	1458.039698	1442.065932	1453.084303	1470.019878	1494.06433
CL70:2_C18:1								C79H150O17P2	-2	1431.985	1433.034827	1433.034278	1434.042103	1471.997985	1456.024048	1440.050282	1451.068653	1468.004228	1492.04868
CL70:3_C18:1								C79H148O17P2	-2	1429.969	1431.019177	1431.018628	1432.026453	1469.982335	1454.008398	1438.034632	1449.053003	1465.988578	1490.03303
CL70:4_C18:1								C79H148O17P2	-2	1427.953	1429.003527	1429.002978	1430.010803	1467.966685	1451.992748	1436.018982	1447.037353	1463.972928	1488.01738
CL72:0_C18:0								C81H158O17P2	-2	1464.071	1465.097428	1465.096879	1466.104704	1504.060586	1488.086649	1472.112883	1483.131254	1500.066829	1524.111281
CL72:1_C18:1								C81H156O17P2	-2	1462.055	1463.081778	1463.081229	1464.089054	1502.044936	1486.070999	1470.097233	1481.115604	1498.051179	1522.095631
CL72:2_C18:1								C81H154O17P2	-2	1460.039	1461.066127	1461.065578	1462.073403	1500.029285	1484.055348	1468.081582	1479.099953	1496.035528	1520.07998
CL72:3_C18:1								C81H152O17P2	-2	1458.023	1459.050477	1459.049928	1460.057753	1498.013635	1482.039698	1466.065932	1477.084303	1494.019878	1518.06433
CL72:4_C18:1								C81H150O17P2	-2	1456.007	1457.034827	1457.034278	1458.042103	1495.997985	1480.024048	1464.050282	1475.068653	1492.004228	1516.04868
